1	4	2
1	5	3
1	9	1
1	10	3
1	11	1
1	12	8
1	13	3
1	15	9
1	16	2
1	17	1
1	18	7
1	19	2
1	20	1
1	22	3
1	24	6
1	27	1
1	28	2
1	32	1
1	33	1
1	37	1
1	38	2
1	40	1
1	42	1
1	43	2
1	47	5
1	48	2
1	49	2
1	50	1
2	5	12
2	6	1
2	7	2
2	8	14
2	11	1
2	15	2
2	17	1
2	19	3
2	20	1
2	26	9
2	27	1
2	29	6
2	30	1
2	31	4
2	34	7
2	38	1
2	39	5
2	40	1
2	42	1
2	45	1
2	46	1
2	49	2
3	5	1
3	9	1
3	11	2
3	13	1
3	16	4
3	22	3
3	23	3
3	25	1
3	27	1
3	33	2
3	40	1
3	42	1
3	44	1
3	45	3
3	48	1
3	49	1
4	5	1
4	10	3
4	12	1
4	13	1
4	15	1
4	22	1
4	23	1
4	24	1
4	27	1
4	28	5
4	38	1
4	41	1
4	43	1
4	48	1
5	8	4
5	11	1
5	13	1
5	14	1
5	16	2
5	17	1
5	20	1
5	23	1
5	25	1
5	26	4
5	27	1
5	29	1
5	31	1
5	33	1
5	40	1
5	45	1
5	46	1
5	48	3
5	49	1
6	7	3
6	8	2
6	9	2
6	10	1
6	11	2
6	13	1
6	14	1
6	16	1
6	18	2
6	19	1
6	20	1
6	26	2
6	27	1
6	31	3
6	34	3
6	35	3
6	36	1
6	39	3
6	43	2
6	44	1
6	46	1
6	48	1
6	49	1
6	50	1
7	8	3
7	11	1
7	13	1
7	17	1
7	23	1
7	26	2
7	31	1
7	35	1
7	38	1
7	40	1
7	42	2
7	49	1
8	11	1
8	19	2
8	26	5
8	29	2
8	31	1
8	33	1
8	34	1
8	35	1
8	46	1
9	10	2
9	11	2
9	13	1
9	15	1
9	16	2
9	17	1
9	19	1
9	32	1
9	33	2
9	35	2
9	36	2
9	37	1
9	48	2
10	21	2
10	22	2
10	28	1
10	38	2
10	41	1
11	14	1
11	20	1
11	22	1
11	24	1
11	33	1
11	34	1
11	36	1
11	42	1
11	49	1
12	13	2
12	14	1
12	18	1
12	19	1
12	22	1
12	24	4
12	30	1
12	33	1
13	17	1
13	23	2
13	28	1
13	37	1
13	41	1
13	48	1
14	27	2
14	33	2
14	39	1
14	40	1
14	41	2
14	42	2
14	46	1
14	48	1
15	16	1
15	19	2
15	20	2
15	28	1
15	34	1
16	17	2
16	23	1
16	29	1
16	33	1
16	35	1
16	37	1
16	40	1
16	42	1
16	44	1
16	50	2
17	21	1
17	23	1
17	27	1
17	35	1
17	40	1
17	46	1
18	21	1
18	22	1
18	24	1
18	32	1
18	33	1
18	40	1
18	41	1
18	46	1
18	50	1
19	26	1
19	38	1
20	24	1
20	25	1
20	27	2
20	29	1
20	30	2
20	36	2
20	43	1
20	46	1
20	49	1
21	22	1
21	23	1
21	28	2
21	32	5
21	36	2
21	40	1
21	49	1
22	28	2
22	32	1
22	35	1
22	38	1
22	40	1
23	25	1
23	33	1
23	37	1
23	38	1
23	49	1
24	32	1
24	41	2
24	47	2
24	49	1
25	30	2
25	36	2
25	37	4
25	39	1
26	29	1
26	48	1
27	29	1
27	36	1
27	42	1
28	32	2
28	38	1
28	44	1
29	33	1
29	34	1
30	36	2
30	50	2
31	35	1
31	39	2
31	43	1
31	45	2
32	33	1
32	40	1
32	41	1
33	39	1
33	41	1
33	45	2
34	39	2
34	42	1
34	43	1
34	49	1
35	38	1
35	50	1
37	38	1
37	50	1
38	39	1
38	43	1
39	43	1
39	45	1
39	49	1
40	41	1
40	44	1
40	45	1
42	47	1
45	46	2
46	48	1
47	50	1
48	49	1
