1	2	13
1	3	5
1	4	10
1	5	2
1	6	13
1	8	1
1	9	6
1	10	6
1	11	7
1	12	1
1	13	5
1	14	7
1	15	5
1	16	5
1	17	2
1	18	3
1	19	6
1	21	1
1	22	4
1	23	7
1	24	3
1	25	3
1	26	3
1	28	3
1	29	3
1	30	3
1	31	3
1	32	4
1	33	1
1	34	5
1	35	2
1	36	6
1	37	2
1	38	2
1	39	5
1	40	6
1	43	2
1	44	3
1	45	1
1	46	5
1	47	3
1	48	4
1	49	2
1	50	3
2	3	8
2	4	5
2	5	3
2	6	7
2	7	3
2	8	5
2	9	6
2	10	7
2	11	6
2	12	3
2	13	2
2	15	2
2	17	1
2	18	6
2	19	5
2	20	1
2	21	3
2	22	2
2	23	1
2	24	2
2	25	4
2	27	1
2	28	2
2	29	2
2	30	4
2	31	2
2	33	2
2	34	1
2	35	2
2	37	1
2	38	2
2	39	1
2	41	3
2	42	2
2	43	2
2	44	1
2	45	1
2	47	3
2	48	6
2	49	1
2	50	4
3	4	11
3	5	3
3	6	3
3	7	1
3	8	7
3	9	7
3	10	7
3	11	6
3	12	3
3	13	6
3	14	3
3	15	3
3	16	4
3	17	4
3	18	6
3	19	6
3	21	5
3	22	7
3	23	1
3	24	2
3	25	4
3	26	1
3	27	2
3	28	11
3	29	2
3	30	1
3	31	2
3	32	3
3	33	1
3	34	5
3	35	3
3	36	3
3	37	4
3	38	1
3	39	5
3	41	1
3	45	1
3	46	1
3	47	2
3	48	1
3	49	3
3	50	1
4	5	5
4	6	5
4	7	7
4	8	4
4	9	2
4	10	3
4	11	5
4	12	2
4	13	1
4	15	2
4	17	2
4	18	5
4	19	2
4	20	2
4	21	3
4	22	4
4	23	1
4	24	1
4	25	2
4	28	2
4	29	3
4	30	2
4	31	2
4	32	1
4	33	1
4	34	4
4	35	1
4	36	1
4	39	1
4	40	1
4	41	1
4	42	1
4	43	1
4	44	2
4	46	1
4	47	3
4	48	2
4	49	2
5	6	3
5	7	2
5	8	3
5	9	4
5	10	3
5	11	5
5	12	1
5	13	3
5	14	3
5	15	3
5	16	1
5	19	1
5	21	2
5	23	2
5	24	2
5	26	1
5	27	2
5	29	1
5	30	1
5	31	4
5	32	2
5	34	1
5	36	1
5	37	7
5	39	1
5	40	6
5	41	1
5	43	2
5	44	1
5	45	3
5	46	1
5	47	1
5	48	2
5	49	2
5	50	2
6	7	7
6	8	2
6	9	4
6	10	3
6	11	7
6	12	1
6	14	1
6	15	3
6	16	4
6	19	3
6	22	2
6	23	3
6	24	2
6	28	1
6	29	1
6	30	2
6	31	1
6	32	1
6	35	1
6	38	2
6	39	2
6	40	2
6	41	1
6	43	2
6	44	3
6	45	2
6	46	1
6	47	1
6	48	1
6	49	4
6	50	1
7	8	2
7	9	5
7	10	1
7	11	3
7	14	1
7	19	1
7	21	1
7	22	3
7	27	1
7	28	4
7	29	1
7	30	2
7	31	1
7	32	3
7	34	4
7	36	2
7	39	1
7	40	2
7	43	2
7	44	1
7	45	2
7	46	1
7	47	1
7	48	3
7	49	2
8	9	2
8	10	2
8	11	1
8	12	2
8	13	3
8	14	1
8	17	3
8	18	7
8	19	1
8	20	3
8	21	6
8	22	2
8	23	1
8	24	2
8	25	2
8	26	2
8	27	1
8	28	1
8	29	6
8	30	1
8	31	1
8	32	1
8	37	3
8	38	1
8	41	1
8	42	3
8	43	1
8	45	1
8	47	1
8	48	2
8	49	1
9	10	1
9	11	8
9	12	4
9	13	1
9	14	2
9	15	1
9	16	1
9	18	1
9	19	4
9	20	1
9	21	2
9	22	1
9	24	2
9	25	2
9	26	1
9	28	2
9	29	1
9	31	2
9	32	1
9	33	2
9	37	2
9	38	1
9	43	2
9	44	1
9	46	1
9	47	2
9	48	1
9	49	1
10	11	2
10	12	3
10	13	1
10	14	1
10	15	4
10	17	2
10	18	1
10	20	1
10	22	4
10	23	1
10	24	1
10	25	1
10	26	1
10	27	2
10	31	1
10	32	1
10	33	2
10	34	2
10	35	3
10	36	1
10	37	3
10	38	2
10	39	2
10	40	1
10	41	1
10	42	1
10	44	2
10	47	1
10	48	1
10	49	2
10	50	2
11	12	4
11	14	3
11	15	2
11	17	1
11	19	2
11	22	1
11	23	5
11	24	2
11	25	2
11	26	1
11	28	1
11	30	2
11	31	3
11	33	1
11	34	1
11	35	2
11	36	1
11	37	1
11	39	3
11	44	1
11	45	4
11	46	2
11	47	1
11	49	1
12	13	1
12	14	1
12	16	1
12	18	2
12	19	1
12	20	1
12	21	1
12	23	1
12	24	2
12	26	2
12	27	1
12	28	1
12	29	2
12	30	3
12	31	1
12	32	1
12	33	2
12	34	2
12	35	2
12	37	7
12	38	1
12	39	3
12	45	1
12	46	2
12	47	1
12	49	2
12	50	1
13	14	1
13	15	1
13	16	1
13	17	2
13	19	1
13	20	2
